Date,Open,High,Low,Close,Adj Close,Volume
2019-07-23,24.650000,24.650000,24.297001,24.312000,24.031876,18300
2019-07-24,24.410000,24.410000,24.000000,24.125999,23.848019,19600
2019-07-25,24.040001,24.360001,23.905001,23.908001,23.632532,19200
2019-07-26,23.910000,24.120001,23.899000,24.040001,23.763012,12500
2019-07-29,24.080000,24.150000,23.434000,23.719999,23.446697,13200
2019-07-30,23.570000,24.009001,23.549999,23.900000,23.624622,17500
2019-07-31,23.950001,24.188999,23.695000,23.808001,23.533684,22100
2019-08-01,23.799999,23.799999,23.350000,23.379999,23.110615,15200
2019-08-02,23.799999,24.580000,23.799999,24.580000,24.296787,14900
2019-08-05,24.360001,24.360001,23.940001,24.122000,23.844065,11700
2019-08-06,24.980000,24.980000,24.320000,24.597000,24.313593,7800
2019-08-07,24.530001,24.618999,24.232000,24.573000,24.289869,5100
2019-08-08,24.820000,24.847000,24.527000,24.753000,24.467794,73200
2019-08-09,24.830000,24.900000,24.370001,24.400000,24.118862,7700
2019-08-12,24.290001,24.290001,24.040001,24.072001,23.794643,13000
2019-08-13,24.219999,24.931999,24.219999,24.931000,24.643744,37300
2019-08-14,24.480000,24.480000,23.618000,23.825001,23.550488,26100
2019-08-15,23.620001,23.620001,22.290001,22.438000,22.179468,20600
2019-08-16,22.680000,23.020000,22.660000,22.941000,22.676672,7300
2019-08-19,23.389999,23.389999,22.756001,22.783001,22.520494,6600
2019-08-20,22.709999,22.961000,22.653000,22.787001,22.524448,4500
2019-08-21,22.990000,22.990000,22.549999,22.636999,22.376175,8900
2019-08-22,22.509001,22.509001,22.035000,22.035000,21.781113,6100
2019-08-23,22.000000,22.013000,21.379999,21.437000,21.190002,5200
2019-08-26,21.629999,21.629999,21.139999,21.254999,21.010098,5100
2019-08-27,21.278999,21.278999,20.271000,20.306000,20.072035,7700
2019-08-28,20.190001,20.795000,19.884001,20.795000,20.555401,7400
2019-08-29,21.080000,21.113001,20.798000,20.798000,20.558365,8200
2019-08-30,20.889999,20.980000,20.528000,20.593000,20.355726,6500
2019-09-03,20.490000,20.945999,20.440001,20.945999,20.704659,3700
