Date,Open,High,Low,Close,Adj Close,Volume
2018-09-27,9.499000,12.000000,9.499000,10.507000,10.507000,170400
2018-09-28,12.000000,12.000000,11.065000,11.675000,11.675000,175100
2018-10-01,12.492000,14.847000,12.475000,14.847000,14.847000,324900
2018-10-02,15.381000,17.789000,15.326000,17.270000,17.270000,335600
2018-10-03,18.587999,18.589001,14.440000,15.574000,15.574000,346300
2018-10-04,15.151000,16.229000,13.548000,13.938000,13.938000,315500
2018-10-05,13.552000,15.596000,13.539000,13.900000,13.900000,200200
2018-10-08,13.990000,15.600000,13.990000,14.590000,14.590000,29200
2018-10-09,14.941000,15.470000,13.742000,14.317000,14.317000,336800
2018-10-10,14.016000,15.490000,12.280000,13.349000,13.349000,176400
2018-10-11,13.098000,14.116000,13.020000,13.775000,13.775000,86200
2018-10-12,13.993000,21.000000,13.598000,14.207000,14.207000,113400
2018-10-15,14.334000,14.603000,13.917000,14.475000,14.475000,173200
2018-10-16,14.484000,14.636000,13.400000,13.840000,13.840000,162000
2018-10-17,12.000000,13.694000,9.000000,13.056000,13.056000,120000
2018-10-18,13.348000,13.612000,12.896000,13.078000,13.078000,62800
2018-10-19,13.446000,13.960000,12.650000,12.850000,12.850000,67900
2018-10-22,13.193000,13.360000,11.150000,11.200000,11.200000,141900
2018-10-23,9.800000,11.760000,9.473000,10.850000,10.850000,129100
2018-10-24,11.061000,11.500000,9.750000,10.100000,10.100000,74400
2018-10-25,10.134000,10.337000,9.900000,10.290000,10.290000,40700
2018-10-26,9.916000,10.290000,9.855000,10.023000,10.023000,74800
2018-10-29,10.100000,10.818000,8.000000,8.520000,8.520000,161600
2018-10-30,8.149000,9.000000,7.890000,8.100000,8.100000,70700
2018-10-31,8.593000,10.200000,8.250000,9.200000,9.200000,70000
2018-11-01,9.762000,10.650000,9.075000,10.465000,10.465000,57100
2018-11-02,10.807000,11.300000,10.131000,10.779000,10.779000,91800
2018-11-05,16.350000,16.350000,10.780000,12.053000,12.053000,130600
2018-11-06,12.288000,12.600000,11.000000,12.239000,12.239000,104000
2018-11-07,11.828000,12.450000,9.810000,12.162000,12.162000,143900
2018-11-08,12.710000,13.990000,12.599000,12.980000,12.980000,119800
2018-11-09,14.460000,14.460000,11.750000,11.907000,11.907000,77200
2018-11-12,11.828000,11.910000,11.140000,11.385000,11.385000,56300
2018-11-13,11.448000,11.500000,10.770000,11.070000,11.070000,59500
2018-11-14,10.738000,11.070000,10.200000,10.210000,10.210000,53100
2018-11-15,10.343000,11.850000,10.343000,11.603000,11.603000,49600
2018-11-16,11.986000,12.728000,11.888000,12.402000,12.402000,149300
2018-11-19,14.440000,14.440000,10.650000,10.938000,10.938000,139800
2018-11-20,10.500000,10.500000,9.558000,9.558000,9.558000,155000
2018-11-21,9.500000,10.700000,9.500000,9.708000,9.708000,43800
2018-11-23,9.927000,10.870000,9.900000,10.870000,10.870000,58700
2018-11-26,10.768000,11.230000,10.000000,10.000000,10.000000,76800
2018-11-27,10.300000,10.400000,9.440000,9.500000,9.500000,116200
2018-11-28,9.390000,10.190000,9.350000,9.800000,9.800000,132900
2018-11-29,9.610000,10.500000,9.450000,10.225000,10.225000,105900
2018-11-30,10.239000,10.250000,9.750000,9.962000,9.962000,82800
2018-12-03,10.770000,10.770000,9.190000,9.410000,9.410000,149200
2018-12-04,9.470000,9.900000,8.421000,8.527000,8.527000,202900
2018-12-06,7.686000,8.600000,7.686000,8.493000,8.493000,240800
2018-12-07,8.800000,8.981000,8.196000,8.200000,8.200000,163700
2018-12-10,8.231000,8.530000,7.800000,7.801000,7.801000,138300
2018-12-11,7.968000,8.350000,7.900000,8.200000,8.200000,118300
2018-12-12,8.436000,8.510000,8.200000,8.350000,8.350000,74700
2018-12-13,8.500000,8.519000,7.827000,7.873000,7.873000,69000
2018-12-14,7.900000,8.238000,7.590000,7.847000,7.847000,57400
2018-12-17,7.790000,8.000000,7.580000,7.800000,7.800000,50800
